#Frame         radius     distplot         rmsf  ligand_rmsd            C           CA            O            N         SASA
   16962      21.5422       1.9393       0.0000       2.3218       1.5100       1.5551       1.5958       1.5085     164.1172
   16963      21.5704       1.8636       0.0000       2.3300       1.4604       1.5070       1.5809       1.4535     155.2175
   16964      21.4614       1.8615       0.0000       2.4589       1.4162       1.4601       1.5153       1.4076     148.8599
   16965      21.5094       1.8590       0.0000       2.4273       1.4443       1.4814       1.5463       1.4318     144.0709
   16966      21.5123       1.7757       0.0000       2.2987       1.3827       1.4194       1.4984       1.3699     147.8562
   16967      21.4249       1.7512       0.0000       2.4514       1.3533       1.3913       1.4804       1.3335     141.5688
   16968      21.4288       1.7316       0.0000       2.3987       1.3396       1.3777       1.4469       1.3353     141.1440
   16969      21.4904       1.8412       0.0000       2.5318       1.4271       1.4696       1.5208       1.4190     148.2371
   16970      21.5013       1.8056       0.0000       2.4685       1.3085       1.3595       1.4092       1.3090     139.6637
   16971      21.4113       1.7943       0.0000       2.4972       1.3411       1.3802       1.4644       1.3283     139.0665
   16972      21.4309       1.7235       0.0000       2.3233       1.3806       1.4200       1.4852       1.3745     146.5201
   16973      21.4073       1.7420       0.0000       2.3798       1.2822       1.3267       1.3861       1.2780     152.6316
   16974      21.3177       1.7572       0.0000       2.3715       1.3298       1.3762       1.4301       1.3239     138.4719
   16975      21.3407       1.7797       0.0000       2.3152       1.2858       1.3368       1.3903       1.2778     130.6445
   16976      21.3492       1.7141       0.0000       2.3312       1.2624       1.3073       1.3670       1.2438     127.4550
   16977      21.3441       1.7891       0.0000       2.3119       1.3128       1.3634       1.4055       1.3012     139.7424
   16978      21.3131       1.8883       0.0000       2.4725       1.2518       1.2869       1.3788       1.2375     136.8047
   16979      21.3029       1.9438       0.0000       2.4728       1.4174       1.4546       1.5372       1.3992     137.1095
   16980      21.2852       1.9615       0.0000       2.4106       1.3770       1.4226       1.4918       1.3712     147.9577
   16981      21.3367       1.9094       0.0000       2.4276       1.2107       1.2550       1.3450       1.2002     129.8654
   16982      21.2728       1.9632       0.0000       2.4172       1.3734       1.4168       1.4780       1.3660     133.3712
   16983      21.3189       1.9704       0.0000       2.3892       1.3346       1.3777       1.4481       1.3290     141.9191
   16984      21.2538       2.0859       0.0000       2.3259       1.4184       1.4633       1.5161       1.4148     127.4125
   16985      21.3656       1.9563       0.0000       2.3432       1.2855       1.3271       1.4046       1.2642     120.4241
   16986      21.2883       1.9123       0.0000       2.2763       1.3268       1.3657       1.4545       1.3118     136.5002
   16987      21.2526       1.9676       0.0000       2.2310       1.3527       1.3969       1.4763       1.3474     130.5139
   16988      21.2937       1.9928       0.0000       2.4136       1.4063       1.4448       1.5221       1.3963     132.9223
   16989      21.2956       2.0846       0.0000       2.3945       1.3556       1.3962       1.4867       1.3349     150.5883
   16990      21.2420       1.9620       0.0000       2.4918       1.3563       1.4083       1.4571       1.3553     121.3345
   16991      21.3822       1.9446       0.0000       2.4514       1.3124       1.3491       1.4494       1.2907     121.1523
   16992      21.3684       1.8502       0.0000       2.3578       1.2663       1.3007       1.3906       1.2486     130.6009
   16993      21.2843       1.8640       0.0000       2.4356       1.2243       1.2563       1.3618       1.2043     119.0354
   16994      21.2626       1.8782       0.0000       2.4278       1.2450       1.2855       1.3830       1.2324     110.3016
   16995      21.3291       1.8128       0.0000       2.4332       1.2207       1.2546       1.3455       1.2080     140.2235
   16996      21.3578       1.8209       0.0000       2.4176       1.1687       1.2067       1.3022       1.1538     130.3944
   16997      21.3929       1.8398       0.0000       2.3092       1.1897       1.2260       1.3113       1.1831     142.3343
   16998      21.4520       1.8443       0.0000       2.4545       1.2694       1.3115       1.4016       1.2592     141.7058
   16999      21.3847       1.8745       0.0000       2.4708       1.2017       1.2388       1.3424       1.1849     134.6520
   17000      21.3448       1.9282       0.0000       2.4686       1.2476       1.2830       1.3900       1.2194     141.1684
   17001      21.3834       1.8577       0.0000       2.2999       1.1719       1.2132       1.2963       1.1647     157.5760
   17002      21.3563       1.8994       0.0000       2.4046       1.2385       1.2835       1.3559       1.2354     160.1974
   17003      21.3423       1.9529       0.0000       2.3534       1.2553       1.2969       1.3785       1.2426     143.0217
   17004      21.3890       1.9183       0.0000       2.4138       1.3543       1.3967       1.4696       1.3511     147.9685
   17005      21.2685       1.8571       0.0000       2.3589       1.2848       1.3275       1.3956       1.2888     147.6335
   17006      21.3192       1.8876       0.0000       2.3987       1.2244       1.2679       1.3376       1.2231     136.9332
   17007      21.3048       1.8792       0.0000       2.5178       1.1618       1.1929       1.3017       1.1491     135.4283
   17008      21.3354       1.8475       0.0000       2.3319       1.1674       1.2090       1.2920       1.1555     148.4650
   17009      21.3074       1.9272       0.0000       2.3457       1.1779       1.2185       1.3301       1.1569     158.1924
   17010      21.3357       1.8321       0.0000       2.4076       1.1676       1.2132       1.3041       1.1579     153.7064
   17011      21.3074       1.8275       0.0000       2.3036       1.2629       1.3039       1.3726       1.2517     150.6314
   17012      21.3571       1.8490       0.0000       2.3017       1.3521       1.4000       1.4675       1.3405     143.5521
   17013      21.4718       1.8604       0.0000       2.3232       1.3612       1.3978       1.4830       1.3409     156.2044
   17014      21.3769       1.8422       0.0000       2.3979       1.2814       1.3237       1.3831       1.2726     149.9657
   17015      21.4785       1.8698       0.0000       2.3429       1.3573       1.3969       1.4705       1.3439     153.6666
   17016      21.4214       1.8257       0.0000       2.2298       1.3305       1.3650       1.4501       1.3041     150.9920
   17017      21.4549       1.8214       0.0000       2.3221       1.2865       1.3273       1.3913       1.2738     130.1182
   17018      21.2778       1.8702       0.0000       2.2675       1.2414       1.2903       1.3465       1.2331     156.3506
   17019      21.2704       1.8601       0.0000       2.3572       1.2253       1.2564       1.3501       1.2024     140.6889
   17020      21.3946       1.8912       0.0000       2.3717       1.2575       1.2915       1.3842       1.2333     146.3155
   17021      21.4322       1.8096       0.0000       2.2106       1.2799       1.3012       1.4263       1.2409     157.6851
   17022      21.3416       1.8007       0.0000       2.3361       1.1971       1.2337       1.3269       1.1801     151.2944
   17023      21.4404       1.9186       0.0000       2.3588       1.3202       1.3599       1.4262       1.3147     147.3379
   17024      21.3157       1.8576       0.0000       2.3444       1.2908       1.3372       1.3978       1.2883     158.8545
   17025      21.3947       1.8352       0.0000       2.3073       1.2877       1.3293       1.4079       1.2843     159.8672
   17026      21.3644       1.8885       0.0000       2.3828       1.2696       1.3076       1.4074       1.2395     140.6889
   17027      21.3919       1.9626       0.0000       2.4083       1.2636       1.2985       1.3866       1.2486     160.8476
   17028      21.5117       2.0435       0.0000       2.4571       1.3603       1.3913       1.4893       1.3403     158.7429
   17029      21.3261       1.9202       0.0000       2.3422       1.2587       1.2942       1.3891       1.2403     152.4878
   17030      21.3778       1.8887       0.0000       2.3003       1.2345       1.2701       1.3524       1.2210     136.3053
   17031      21.3598       1.8248       0.0000       2.5226       1.1860       1.2088       1.3343       1.1517     144.1473
   17032      21.3588       1.8771       0.0000       2.2884       1.2693       1.2924       1.4010       1.2424     136.0885
   17033      21.3063       1.7953       0.0000       2.3651       1.2388       1.2796       1.3737       1.2278     143.3783
   17034      21.3712       1.7826       0.0000       2.3538       1.2371       1.2799       1.3534       1.2375     152.8544
   17035      21.4264       1.8027       0.0000       2.4904       1.1869       1.2252       1.3177       1.1750     158.0839
   17036      21.4146       1.9241       0.0000       2.3318       1.2547       1.2847       1.3789       1.2375     139.9534
   17037      21.3766       1.9156       0.0000       2.3613       1.4006       1.4285       1.5293       1.3741     154.5377
   17038      21.3747       1.8603       0.0000       2.3673       1.2507       1.2961       1.3765       1.2367     150.1988
   17039      21.4274       1.8565       0.0000       2.4252       1.3033       1.3392       1.4003       1.2889     146.3108
   17040      21.3508       1.9498       0.0000       2.4052       1.2605       1.2943       1.3826       1.2373     141.1727
   17041      21.3591       1.9255       0.0000       2.4824       1.1976       1.2286       1.3387       1.1757     142.8649
   17042      21.3758       1.8555       0.0000       2.4377       1.0864       1.1206       1.2408       1.0540     144.4035
   17043      21.3437       1.8583       0.0000       2.4254       1.2402       1.2669       1.3661       1.2129     147.5331
   17044      21.2917       1.8715       0.0000       2.3496       1.2831       1.3159       1.4182       1.2597     143.5191
   17045      21.2504       2.0239       0.0000       2.5053       1.4694       1.4965       1.5827       1.4544     135.9615
   17046      21.4159       1.9951       0.0000       2.4383       1.4470       1.4823       1.5642       1.4264     143.8439
   17047      21.3056       1.9595       0.0000       2.2890       1.4847       1.5291       1.5720       1.4841     122.8907
   17048      21.3287       1.9627       0.0000       2.4624       1.3991       1.4349       1.5107       1.3912     147.1426
   17049      21.3315       1.9471       0.0000       2.2514       1.3968       1.4352       1.5256       1.3823     145.7931
   17050      21.3203       1.8487       0.0000       2.4072       1.3490       1.3780       1.4726       1.3297     141.7985
   17051      21.3261       1.8958       0.0000       2.2993       1.3447       1.3856       1.4587       1.3420     137.3826
   17052      21.4163       1.8400       0.0000       2.3405       1.3707       1.4047       1.4919       1.3555     155.4622
   17053      21.3832       1.8138       0.0000       2.2807       1.2734       1.3037       1.4039       1.2454     140.4059
   17054      21.3925       1.8263       0.0000       2.4074       1.3309       1.3736       1.4524       1.3154     155.8807
   17055      21.4760       1.8958       0.0000       2.4218       1.3673       1.4025       1.4808       1.3541     149.3532
   17056      21.4789       2.0594       0.0000       2.3508       1.3461       1.3828       1.4674       1.3296     155.0104
   17057      21.4046       1.9278       0.0000       2.3711       1.2429       1.2855       1.3696       1.2217     142.8402
   17058      21.3741       1.8961       0.0000       2.4171       1.2331       1.2821       1.3559       1.2260     138.1785
   17059      21.4138       1.8326       0.0000       2.4547       1.2087       1.2537       1.3376       1.1949     141.8218
   17060      21.4129       1.9173       0.0000       2.5007       1.2159       1.2597       1.3497       1.2028     151.6552
   17061      21.3075       1.8290       0.0000       2.3932       1.2126       1.2496       1.3368       1.2037     135.9742
   17062      21.3128       1.8616       0.0000       2.5019       1.1794       1.2132       1.3047       1.1734     135.8191
   17063      21.3739       1.8233       0.0000       2.4523       1.2477       1.2770       1.3729       1.2251     148.5695
   17064      21.3360       1.9151       0.0000       2.3870       1.3107       1.3446       1.4259       1.3001     146.8543
   17065      21.2983       1.8378       0.0000       2.3778       1.2551       1.2947       1.3572       1.2494     132.8894
   17066      21.3186       1.8560       0.0000       2.3413       1.1897       1.2320       1.3022       1.1751     139.0252
   17067      21.2791       1.8531       0.0000       2.3550       1.2182       1.2648       1.3399       1.2048     129.4085
   17068      21.3143       1.8151       0.0000       2.2852       1.2318       1.2904       1.3390       1.2293     133.0659
   17069      21.3728       1.9466       0.0000       2.4636       1.3242       1.3666       1.4194       1.3213     152.3653
   17070      21.4540       1.8959       0.0000       2.3444       1.3785       1.4205       1.4901       1.3672     152.5281
   17071      21.4255       1.9136       0.0000       2.4211       1.3429       1.3799       1.4552       1.3268     153.8978
   17072      21.3746       1.8614       0.0000       2.3308       1.3381       1.3775       1.4622       1.3207     165.1527
   17073      21.4822       1.8182       0.0000       2.4477       1.4315       1.4601       1.5472       1.3992     141.6960
   17074      21.4671       1.9167       0.0000       2.3835       1.5528       1.5907       1.6598       1.5216     153.2725
   17075      21.4265       1.8458       0.0000       2.2817       1.4954       1.5368       1.6041       1.4792     156.4998
   17076      21.3664       1.8344       0.0000       2.3812       1.3857       1.4389       1.4922       1.3759     154.5204
   17077      21.4368       1.8174       0.0000       2.4416       1.3884       1.4270       1.5109       1.3547     159.2206
   17078      21.4480       1.7405       0.0000       2.3800       1.2854       1.3282       1.4034       1.2673     153.7553
   17079      21.4437       1.7968       0.0000       2.3266       1.2602       1.2977       1.4109       1.2361     157.3886
   17080      21.4530       1.8790       0.0000       2.3910       1.4016       1.4489       1.5187       1.3883     145.5252
   17081      21.4453       1.8017       0.0000       2.4355       1.2983       1.3474       1.4166       1.2915     150.8235
   17082      21.4195       1.8530       0.0000       2.4827       1.3088       1.3490       1.4163       1.2941     148.8605
   17083      21.3885       1.7757       0.0000       2.3835       1.3197       1.3667       1.4170       1.3174     147.7636
   17084      21.4218       1.7778       0.0000       2.3336       1.3123       1.3540       1.4089       1.3048     140.3996
   17085      21.4404       1.7722       0.0000       2.3452       1.3671       1.4064       1.4857       1.3535     160.3713
   17086      21.4295       1.7774       0.0000       2.4497       1.2582       1.2960       1.3730       1.2548     137.4004
   17087      21.2592       1.8303       0.0000       2.3904       1.2212       1.2671       1.3147       1.2336     127.2437
   17088      21.3859       1.7982       0.0000       2.4867       1.2128       1.2641       1.3163       1.2147     133.5567
   17089      21.3644       1.7895       0.0000       2.4062       1.3065       1.3473       1.4139       1.3072     132.0669
   17090      21.4070       1.8143       0.0000       2.5477       1.2253       1.2683       1.3226       1.2256     136.9886
   17091      21.4394       1.8099       0.0000       2.4302       1.2899       1.3391       1.4096       1.2885     132.8884
   17092      21.4006       1.7265       0.0000       2.4538       1.2280       1.2665       1.3354       1.2264     135.7803
   17093      21.3407       1.7327       0.0000       2.3782       1.1153       1.1530       1.2504       1.0964     126.6719
   17094      21.3960       1.7936       0.0000       2.4016       1.3340       1.3743       1.4429       1.3317     127.6380
   17095      21.4466       1.7862       0.0000       2.4353       1.2890       1.3224       1.4081       1.2697     139.0229
   17096      21.4560       1.8611       0.0000       2.3986       1.4407       1.4747       1.5457       1.4297     124.4834
   17097      21.4659       1.8093       0.0000       2.4635       1.3227       1.3661       1.4353       1.3181     139.9645
   17098      21.4913       1.7865       0.0000       2.4354       1.2479       1.2870       1.3598       1.2314     129.1080
   17099      21.4073       1.7620       0.0000       2.4488       1.3244       1.3587       1.4372       1.3194     134.2012
   17100      21.4049       1.8045       0.0000       2.4492       1.2853       1.3254       1.3879       1.2729     128.0020
   17101      21.4537       1.7775       0.0000       2.4608       1.2555       1.2942       1.3665       1.2458     128.2729
   17102      21.3670       1.7520       0.0000       2.5351       1.2576       1.2952       1.3687       1.2476     120.8589
   17103      21.2736       1.8077       0.0000       2.3872       1.1977       1.2344       1.3205       1.1862     124.1734
   17104      21.3367       1.7958       0.0000       2.4364       1.2116       1.2571       1.3352       1.1941     143.0940
   17105      21.3712       1.8762       0.0000       2.4250       1.1629       1.2017       1.2952       1.1480     132.4074
   17106      21.3442       1.9125       0.0000       2.4674       1.2190       1.2536       1.3529       1.2014     133.5826
   17107      21.2799       1.9383       0.0000       2.3652       1.1920       1.2370       1.3218       1.1784     128.8010
   17108      21.3323       1.8935       0.0000       2.4839       1.1078       1.1585       1.2429       1.1020     129.3162
   17109      21.3148       1.8433       0.0000       2.3767       1.1081       1.1485       1.2360       1.1090     114.4360
   17110      21.3327       1.8399       0.0000       2.3953       1.1587       1.1923       1.2875       1.1474     139.9926
   17111      21.3558       1.8941       0.0000       2.4963       1.2035       1.2474       1.3166       1.2033     132.1426
   17112      21.3017       1.8482       0.0000       2.4927       1.1764       1.2075       1.3186       1.1583     139.9167
   17113      21.3293       1.9463       0.0000       2.4202       1.2041       1.2381       1.3479       1.1851     123.4657
   17114      21.4026       1.8981       0.0000       2.5229       1.2285       1.2685       1.3502       1.2135     131.4496
   17115      21.3425       1.9320       0.0000       2.3719       1.2867       1.3261       1.3943       1.2766     143.9062
   17116      21.3197       1.9543       0.0000       2.4744       1.3621       1.4018       1.4793       1.3537     145.5166
   17117      21.3716       1.9033       0.0000       2.4197       1.3401       1.3863       1.4418       1.3380     150.3788
   17118      21.3448       2.0088       0.0000       2.4645       1.3994       1.4451       1.4965       1.4051     117.1874
   17119      21.3176       1.8193       0.0000       2.4042       1.2676       1.3071       1.3930       1.2573     127.9193
   17120      21.3476       1.8658       0.0000       2.3982       1.2850       1.3305       1.3979       1.2830     119.9310
   17121      21.3037       1.7865       0.0000       2.3365       1.1770       1.2223       1.3002       1.1759     131.9781
   17122      21.3767       1.7883       0.0000       2.3811       1.2523       1.2920       1.3697       1.2499     124.3451
   17123      21.3205       1.7759       0.0000       2.3277       1.2363       1.2834       1.3460       1.2387     120.5494
   17124      21.3830       1.7913       0.0000       2.3193       1.2819       1.3340       1.3881       1.2819     147.4414
   17125      21.3656       1.8306       0.0000       2.3182       1.2602       1.3081       1.3785       1.2520     134.0576
   17126      21.3521       1.8188       0.0000       2.3600       1.2980       1.3275       1.4360       1.2763     122.8694
   17127      21.3240       1.8530       0.0000       2.5518       1.2393       1.2765       1.3639       1.2126     130.2701
   17128      21.3773       1.9268       0.0000       2.3837       1.3507       1.3952       1.4629       1.3370     131.6557
   17129      21.3841       1.9016       0.0000       2.3544       1.3221       1.3532       1.4345       1.2968     131.4629
   17130      21.4173       1.9536       0.0000       2.3686       1.4272       1.4601       1.5438       1.4075     134.4756
   17131      21.3709       1.9155       0.0000       2.3637       1.1889       1.2246       1.3313       1.1553     144.3557
   17132      21.3176       1.8473       0.0000       2.3358       1.2138       1.2533       1.3494       1.1946     122.9413
   17133      21.2691       1.8846       0.0000       2.4222       1.2246       1.2617       1.3380       1.2062     135.3917
   17134      21.3712       1.9166       0.0000       2.4340       1.2197       1.2600       1.3359       1.2068     154.3562
   17135      21.3714       1.8764       0.0000       2.3795       1.2639       1.3059       1.3729       1.2565     130.1360
   17136      21.3069       1.8810       0.0000       2.4170       1.2258       1.2650       1.3557       1.2021     128.8625
   17137      21.3719       1.8906       0.0000       2.4626       1.2595       1.2958       1.3913       1.2443     133.8789
   17138      21.3089       1.8628       0.0000       2.4702       1.2052       1.2527       1.3264       1.2070     140.0266
   17139      21.3406       1.8162       0.0000       2.3736       1.1896       1.2297       1.3057       1.1749     132.1402
   17140      21.3102       1.7626       0.0000       2.3938       1.2694       1.3203       1.3559       1.2757     144.2555
   17141      21.3412       1.8769       0.0000       2.4903       1.3689       1.4223       1.4524       1.3710     137.3991
   17142      21.3264       1.8757       0.0000       2.4451       1.4174       1.4690       1.5091       1.4235     120.4063
   17143      21.3697       1.7879       0.0000       2.4019       1.3158       1.3608       1.4215       1.3040     133.2220
   17144      21.2543       1.7951       0.0000       2.3845       1.3854       1.4177       1.4851       1.3734     119.4082
   17145      21.3466       1.8170       0.0000       2.2843       1.3905       1.4317       1.4835       1.3923     115.8477
   17146      21.3545       1.8776       0.0000       2.3103       1.4305       1.4784       1.5241       1.4316     126.2095
   17147      21.3430       1.8572       0.0000       2.4005       1.3825       1.4268       1.4757       1.3757     131.0516
   17148      21.4282       1.8032       0.0000       2.4771       1.3256       1.3741       1.4274       1.3261     139.8027
   17149      21.3732       1.8273       0.0000       2.3936       1.3696       1.4160       1.4598       1.3651     143.9900
   17150      21.3496       1.8577       0.0000       2.3424       1.3492       1.3890       1.4547       1.3388     127.7031
   17151      21.4079       1.8313       0.0000       2.4019       1.2618       1.3087       1.3776       1.2561     142.0792
   17152      21.4272       1.8175       0.0000       2.4852       1.2451       1.2895       1.3535       1.2384     139.8228
   17153      21.3878       1.7878       0.0000       2.3211       1.2940       1.3334       1.4017       1.2880     127.9793
   17154      21.3630       1.7586       0.0000       2.3332       1.3527       1.4005       1.4468       1.3478     145.9783
   17155      21.3203       1.8118       0.0000       2.3952       1.3724       1.4066       1.4772       1.3564     130.1800
   17156      21.4208       1.8512       0.0000       2.3463       1.3198       1.3641       1.4278       1.3052     140.2542
   17157      21.4226       1.7877       0.0000       2.4942       1.3250       1.3627       1.4589       1.3063     136.9296
   17158      21.4319       1.7516       0.0000       2.3524       1.1745       1.1964       1.3050       1.1453     137.6189
   17159      21.3462       1.7531       0.0000       2.3836       1.2001       1.2385       1.3118       1.1788     145.9779
   17160      21.3806       1.7939       0.0000       2.3888       1.1463       1.1856       1.2814       1.1289     135.9918
   17161      21.4375       1.8087       0.0000       2.3060       1.3428       1.3906       1.4478       1.3328     153.6106
   17162      21.3874       1.7966       0.0000       2.4123       1.2053       1.2377       1.3425       1.1742     156.8527
   17163      21.4063       1.9300       0.0000       2.5047       1.2438       1.2748       1.3887       1.2102     157.1150
   17164      21.2818       1.9199       0.0000       2.3873       1.3185       1.3437       1.4721       1.2734     128.7883
   17165      21.4089       1.9223       0.0000       2.3022       1.3722       1.4057       1.4997       1.3395     161.6801
   17166      21.3496       1.8683       0.0000       2.2533       1.2518       1.2956       1.3744       1.2319     132.2594
   17167      21.3842       1.9838       0.0000       2.3579       1.3449       1.3886       1.4816       1.3132     131.8970
   17168      21.3276       1.8462       0.0000       2.3426       1.2204       1.2667       1.3428       1.2077     136.2099
   17169      21.4123       1.8477       0.0000       2.4160       1.2749       1.3190       1.3929       1.2558     138.7489
   17170      21.4248       1.8800       0.0000       2.4000       1.3632       1.4176       1.4698       1.3570     149.0181
   17171      21.3373       1.8823       0.0000       2.5203       1.4011       1.4329       1.5266       1.3608     144.9274
   17172      21.3478       1.8753       0.0000       2.4952       1.4249       1.4578       1.5574       1.3823     143.4905
   17173      21.4048       1.9140       0.0000       2.2817       1.3413       1.3709       1.4876       1.2812     134.5289
   17174      21.4255       1.8505       0.0000       2.4423       1.4106       1.4404       1.5667       1.3549     137.5209
   17175      21.3321       1.9430       0.0000       2.4533       1.4045       1.4402       1.5374       1.3662     118.8480
   17176      21.3532       1.8842       0.0000       2.4516       1.4023       1.4374       1.5361       1.3646     148.2570
   17177      21.3883       1.8925       0.0000       2.4207       1.3517       1.3901       1.4681       1.3204     137.3983
   17178      21.3964       1.8076       0.0000       2.3325       1.3296       1.3758       1.4552       1.2986     136.4620
   17179      21.4123       1.8524       0.0000       2.4665       1.2921       1.3262       1.4388       1.2394     136.9324
   17180      21.3585       1.7679       0.0000       2.3090       1.2822       1.3118       1.4122       1.2478     143.9901
   17181      21.3820       1.6990       0.0000       2.4495       1.2952       1.3266       1.4278       1.2594     142.5645
   17182      21.3186       1.7846       0.0000       2.4183       1.2733       1.3040       1.4089       1.2261     124.3404
   17183      21.2754       1.8082       0.0000       2.3102       1.2351       1.2779       1.3756       1.2026     130.1696
   17184      21.3840       1.7972       0.0000       2.4205       1.2216       1.2910       1.3433       1.2147     150.5667
   17185      21.2931       1.7715       0.0000       2.4482       1.2103       1.2652       1.3321       1.1973     134.4250
   17186      21.3041       1.7761       0.0000       2.4101       1.2679       1.3311       1.3804       1.2632     128.1734
   17187      21.3535       1.7593       0.0000       2.4362       1.1821       1.2288       1.3067       1.1620     138.2383
   17188      21.3294       1.7436       0.0000       2.3832       1.2035       1.2575       1.3437       1.1795     122.3960
   17189      21.3594       1.8450       0.0000       2.4033       1.1852       1.2457       1.3274       1.1803     125.6371
   17190      21.4378       1.8932       0.0000       2.3395       1.2596       1.3030       1.3962       1.2262     149.3274
   17191      21.4590       1.8108       0.0000       2.5219       1.2426       1.2743       1.3845       1.2034     150.0467
   17192      21.4156       1.8683       0.0000       2.4543       1.2941       1.3195       1.4406       1.2441     122.6628
   17193      21.3300       1.8022       0.0000       2.3502       1.2684       1.2897       1.4177       1.2155     137.8350
   17194      21.3544       1.7178       0.0000       2.3220       1.2783       1.3100       1.4101       1.2367     144.3065
   17195      21.3102       1.7737       0.0000       2.5002       1.2179       1.2525       1.3819       1.1721     142.4386
   17196      21.3368       1.8136       0.0000       2.4531       1.1680       1.2101       1.3213       1.1447     139.8043
   17197      21.3585       1.7941       0.0000       2.3206       1.2263       1.2554       1.3817       1.1710     149.1517
   17198      21.2886       1.8236       0.0000       2.4671       1.2736       1.2994       1.4304       1.2312     140.5443
   17199      21.3552       1.8316       0.0000       2.5258       1.4791       1.4947       1.6249       1.4198     146.4945
   17200      21.4748       1.7540       0.0000       2.3229       1.3720       1.3920       1.5114       1.3223     153.3678
   17201      21.3589       1.7887       0.0000       2.4749       1.3080       1.3394       1.4556       1.2698     124.4485
   17202      21.3773       1.7491       0.0000       2.3996       1.3320       1.3644       1.4754       1.2983     142.4999
   17203      21.4936       1.7815       0.0000       2.4263       1.4603       1.4948       1.6061       1.4216     149.3881
   17204      21.4705       1.6685       0.0000       2.3318       1.5165       1.5552       1.6423       1.4891     143.4498
   17205      21.5267       1.6602       0.0000       2.2640       1.5412       1.5827       1.6628       1.5164     161.1861
   17206      21.3911       1.6870       0.0000       2.3334       1.5044       1.5362       1.6345       1.4723     132.0762
   17207      21.3897       1.6695       0.0000       2.3279       1.4018       1.4421       1.5212       1.3803     147.6870
   17208      21.4620       1.7537       0.0000       2.3897       1.3448       1.4004       1.4622       1.3349     143.1051
   17209      21.3799       1.7612       0.0000       2.3706       1.4290       1.4788       1.5525       1.4162     146.7640
   17210      21.3253       1.7416       0.0000       2.3460       1.4175       1.4640       1.5362       1.3953     136.6066
   17211      21.3509       1.7274       0.0000       2.3461       1.3096       1.3527       1.4369       1.2890     133.8165
   17212      21.3795       1.7058       0.0000       2.3353       1.2772       1.3078       1.4369       1.2369     142.4953
   17213      21.3677       1.8083       0.0000       2.3937       1.2078       1.2349       1.3859       1.1565     137.8165
   17214      21.3438       1.8035       0.0000       2.4415       1.2577       1.2844       1.4230       1.2085     133.4364
   17215      21.3460       1.7643       0.0000       2.4227       1.1638       1.1921       1.3393       1.1139     161.1002
   17216      21.3859       1.8024       0.0000       2.4752       1.2942       1.3393       1.4507       1.2526     155.6689
   17217      21.3956       1.7683       0.0000       2.3806       1.2776       1.3287       1.4212       1.2528     144.5686
   17218      21.3260       1.7416       0.0000       2.4415       1.2663       1.3091       1.4159       1.2405     155.3191
   17219      21.4326       1.7520       0.0000       2.4482       1.3337       1.3786       1.4820       1.3110     140.4778
   17220      21.4843       1.7112       0.0000       2.5159       1.3652       1.4225       1.4720       1.3590     146.4761
   17221      21.4149       1.7012       0.0000       2.3266       1.3694       1.4187       1.4814       1.3539     157.0973
   17222      21.4900       1.7398       0.0000       2.2542       1.5483       1.6018       1.6691       1.5278     152.5651
   17223      21.4583       1.7510       0.0000       2.3902       1.5149       1.5704       1.6281       1.5024     135.9563
   17224      21.4420       1.7232       0.0000       2.4130       1.4877       1.5164       1.6105       1.4510     138.1900
   17225      21.5226       1.7021       0.0000       2.3679       1.4549       1.4975       1.5982       1.4266     138.3094
   17226      21.4532       1.7034       0.0000       2.3927       1.4448       1.4834       1.5966       1.4094     152.2288
   17227      21.4917       1.7068       0.0000       2.4075       1.5373       1.5915       1.6630       1.5227     143.3679
   17228      21.4224       1.7131       0.0000       2.4030       1.3934       1.4445       1.5337       1.3763     141.7071
   17229      21.3830       1.6385       0.0000       2.4267       1.3861       1.4238       1.5106       1.3634     139.0302
   17230      21.3603       1.6662       0.0000       2.3783       1.4123       1.4674       1.5411       1.4003     133.4938
   17231      21.3060       1.7117       0.0000       2.2656       1.3525       1.4076       1.4662       1.3428     146.6131
   17232      21.4485       1.7026       0.0000       2.3383       1.3205       1.3733       1.4459       1.3185     142.2533
   17233      21.4443       1.7091       0.0000       2.3662       1.3387       1.4003       1.4369       1.3405     136.6510
   17234      21.3794       1.7590       0.0000       2.3861       1.3410       1.4034       1.4588       1.3339     138.5675
   17235      21.4861       1.6605       0.0000       2.3758       1.2900       1.3437       1.4115       1.2758     140.7550
   17236      21.4044       1.6278       0.0000       2.1960       1.2566       1.3083       1.3751       1.2488     145.4828
   17237      21.4824       1.6993       0.0000       2.3520       1.4650       1.5135       1.5699       1.4615     165.9636
   17238      21.3820       1.7580       0.0000       2.2876       1.4975       1.5490       1.6067       1.4980     141.7810
   17239      21.4229       1.7587       0.0000       2.4896       1.5436       1.5922       1.6462       1.5335     136.0829
   17240      21.4339       1.6930       0.0000       2.4931       1.5199       1.5652       1.6244       1.5084     143.9909
   17241      21.4562       1.7294       0.0000       2.3362       1.4754       1.5392       1.5758       1.4828     148.5282
   17242      21.4893       1.7751       0.0000       2.3604       1.4768       1.5332       1.5707       1.4746     154.6909
   17243      21.4584       1.7175       0.0000       2.3395       1.4127       1.4665       1.5205       1.4062     160.8011
   17244      21.5395       1.9243       0.0000       2.3812       1.6102       1.6709       1.6948       1.6261     147.4363
   17245      21.5469       1.8151       0.0000       2.5204       1.5665       1.6187       1.6722       1.5699     168.6291
